nombre_sensor,fecha_hora,valor_medicion
TEMP_SUELO_01,2026-05-21 00:00:00+00:00,10.41
TEMP_SUELO_02,2026-05-21 00:00:00+00:00,9.31
HUM_AMB_2M,2026-05-20 23:00:00+00:00,99.82
HUM_AMB_40CM,2026-05-20 23:00:00+00:00,91.37
HUM_SUELO_01,2026-05-20 23:00:00+00:00,61.64
HUM_SUELO_02,2026-05-20 23:00:00+00:00,46.32
HUM_SUELO_03,2026-05-20 23:00:00+00:00,50.32
HUM_SUELO_04,2026-05-20 23:00:00+00:00,51.64
LUZ,2026-05-20 23:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 23:00:00+00:00,6.05
TEMP_AMB_40CM,2026-05-20 23:00:00+00:00,6.4
TEMP_SUELO_01,2026-05-20 23:00:00+00:00,10.78
TEMP_SUELO_02,2026-05-20 23:00:00+00:00,9.82
HUM_AMB_2M,2026-05-20 22:00:00+00:00,99.47
HUM_AMB_40CM,2026-05-20 22:00:00+00:00,90.31
HUM_SUELO_01,2026-05-20 22:00:00+00:00,62.48
HUM_SUELO_02,2026-05-20 22:00:00+00:00,47.44
HUM_SUELO_03,2026-05-20 22:00:00+00:00,51.04
HUM_SUELO_04,2026-05-20 22:00:00+00:00,52.88
LUZ,2026-05-20 22:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 22:00:00+00:00,7.2
TEMP_AMB_40CM,2026-05-20 22:00:00+00:00,7.54
TEMP_SUELO_01,2026-05-20 22:00:00+00:00,11.11
TEMP_SUELO_02,2026-05-20 22:00:00+00:00,10.37
HUM_AMB_2M,2026-05-20 21:00:00+00:00,99.39
HUM_AMB_40CM,2026-05-20 21:00:00+00:00,89.82
HUM_SUELO_01,2026-05-20 21:00:00+00:00,63.46
HUM_SUELO_02,2026-05-20 21:00:00+00:00,48.04
HUM_SUELO_03,2026-05-20 21:00:00+00:00,51.85
HUM_SUELO_04,2026-05-20 21:00:00+00:00,53.19
LUZ,2026-05-20 21:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 21:00:00+00:00,7.61
TEMP_AMB_40CM,2026-05-20 21:00:00+00:00,7.97
TEMP_SUELO_01,2026-05-20 21:00:00+00:00,11.52
TEMP_SUELO_02,2026-05-20 21:00:00+00:00,10.97
HUM_AMB_2M,2026-05-20 20:00:00+00:00,98.85
HUM_AMB_40CM,2026-05-20 20:00:00+00:00,88.89
HUM_SUELO_01,2026-05-20 20:00:00+00:00,64.4
HUM_SUELO_02,2026-05-20 20:00:00+00:00,49.04
HUM_SUELO_03,2026-05-20 20:00:00+00:00,52.56
HUM_SUELO_04,2026-05-20 20:00:00+00:00,54.08
LUZ,2026-05-20 20:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 20:00:00+00:00,8.42
TEMP_AMB_40CM,2026-05-20 20:00:00+00:00,8.82
TEMP_SUELO_01,2026-05-20 20:00:00+00:00,11.9
TEMP_SUELO_02,2026-05-20 20:00:00+00:00,11.67
HUM_AMB_2M,2026-05-20 19:00:00+00:00,98.01
HUM_AMB_40CM,2026-05-20 19:00:00+00:00,87.05
HUM_SUELO_01,2026-05-20 19:00:00+00:00,65.8
HUM_SUELO_02,2026-05-20 19:00:00+00:00,50.04
HUM_SUELO_03,2026-05-20 19:00:00+00:00,53.32
HUM_SUELO_04,2026-05-20 19:00:00+00:00,55.04
LUZ,2026-05-20 19:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 19:00:00+00:00,9.83
TEMP_AMB_40CM,2026-05-20 19:00:00+00:00,10.25
TEMP_SUELO_01,2026-05-20 19:00:00+00:00,12.24
TEMP_SUELO_02,2026-05-20 19:00:00+00:00,12.63
HUM_AMB_2M,2026-05-20 18:00:00+00:00,95.11
HUM_AMB_40CM,2026-05-20 18:00:00+00:00,82.42
HUM_SUELO_01,2026-05-20 18:00:00+00:00,66.92
HUM_SUELO_02,2026-05-20 18:00:00+00:00,51.52
HUM_SUELO_03,2026-05-20 18:00:00+00:00,54.68
HUM_SUELO_04,2026-05-20 18:00:00+00:00,56.2
LUZ,2026-05-20 18:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 18:00:00+00:00,13.31
TEMP_AMB_40CM,2026-05-20 18:00:00+00:00,13.62
TEMP_SUELO_01,2026-05-20 18:00:00+00:00,12.37
TEMP_SUELO_02,2026-05-20 18:00:00+00:00,13.66
HUM_AMB_2M,2026-05-20 17:00:00+00:00,89.49
HUM_AMB_40CM,2026-05-20 17:00:00+00:00,71.64
HUM_SUELO_01,2026-05-20 17:00:00+00:00,68.28
HUM_SUELO_02,2026-05-20 17:00:00+00:00,53.0
HUM_SUELO_03,2026-05-20 17:00:00+00:00,55.84
HUM_SUELO_04,2026-05-20 17:00:00+00:00,57.4
LUZ,2026-05-20 17:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 17:00:00+00:00,18.57
TEMP_AMB_40CM,2026-05-20 17:00:00+00:00,19.71
TEMP_SUELO_01,2026-05-20 17:00:00+00:00,12.18
TEMP_SUELO_02,2026-05-20 17:00:00+00:00,14.49
HUM_AMB_2M,2026-05-20 16:00:00+00:00,83.16
HUM_AMB_40CM,2026-05-20 16:00:00+00:00,62.9
HUM_SUELO_01,2026-05-20 16:00:00+00:00,67.68
HUM_SUELO_02,2026-05-20 16:00:00+00:00,49.8
HUM_SUELO_03,2026-05-20 16:00:00+00:00,54.08
HUM_SUELO_04,2026-05-20 16:00:00+00:00,55.72
LUZ,2026-05-20 16:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 16:00:00+00:00,25.92
TEMP_AMB_40CM,2026-05-20 16:00:00+00:00,28.67
TEMP_SUELO_01,2026-05-20 16:00:00+00:00,11.51
TEMP_SUELO_02,2026-05-20 16:00:00+00:00,14.37
HUM_AMB_2M,2026-05-20 15:00:00+00:00,74.4
HUM_AMB_40CM,2026-05-20 15:00:00+00:00,64.16
HUM_SUELO_01,2026-05-20 15:00:00+00:00,66.68
HUM_SUELO_02,2026-05-20 15:00:00+00:00,47.4
HUM_SUELO_03,2026-05-20 15:00:00+00:00,53.08
HUM_SUELO_04,2026-05-20 15:00:00+00:00,54.64
LUZ,2026-05-20 15:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 15:00:00+00:00,30.75
TEMP_AMB_40CM,2026-05-20 15:00:00+00:00,31.78
TEMP_SUELO_01,2026-05-20 15:00:00+00:00,10.47
TEMP_SUELO_02,2026-05-20 15:00:00+00:00,12.88
HUM_AMB_2M,2026-05-20 14:00:00+00:00,66.42
HUM_AMB_40CM,2026-05-20 14:00:00+00:00,60.45
HUM_SUELO_01,2026-05-20 14:00:00+00:00,64.38
HUM_SUELO_02,2026-05-20 14:00:00+00:00,46.08
HUM_SUELO_03,2026-05-20 14:00:00+00:00,51.73
HUM_SUELO_04,2026-05-20 14:00:00+00:00,53.31
LUZ,2026-05-20 14:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 14:00:00+00:00,32.32
TEMP_AMB_40CM,2026-05-20 14:00:00+00:00,32.73
TEMP_SUELO_01,2026-05-20 14:00:00+00:00,9.21
TEMP_SUELO_02,2026-05-20 14:00:00+00:00,10.65
HUM_AMB_2M,2026-05-20 13:00:00+00:00,65.4
HUM_AMB_40CM,2026-05-20 13:00:00+00:00,60.39
HUM_SUELO_01,2026-05-20 13:00:00+00:00,61.64
HUM_SUELO_02,2026-05-20 13:00:00+00:00,44.04
HUM_SUELO_03,2026-05-20 13:00:00+00:00,49.92
HUM_SUELO_04,2026-05-20 13:00:00+00:00,51.52
LUZ,2026-05-20 13:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 13:00:00+00:00,30.62
TEMP_AMB_40CM,2026-05-20 13:00:00+00:00,30.9
TEMP_SUELO_01,2026-05-20 13:00:00+00:00,7.98
TEMP_SUELO_02,2026-05-20 13:00:00+00:00,8.58
HUM_AMB_2M,2026-05-20 12:00:00+00:00,69.2
HUM_AMB_40CM,2026-05-20 12:00:00+00:00,65.14
HUM_SUELO_01,2026-05-20 12:00:00+00:00,59.68
HUM_SUELO_02,2026-05-20 12:00:00+00:00,42.4
HUM_SUELO_03,2026-05-20 12:00:00+00:00,48.0
HUM_SUELO_04,2026-05-20 12:00:00+00:00,49.68
LUZ,2026-05-20 12:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 12:00:00+00:00,26.37
TEMP_AMB_40CM,2026-05-20 12:00:00+00:00,26.13
TEMP_SUELO_01,2026-05-20 12:00:00+00:00,7.13
TEMP_SUELO_02,2026-05-20 12:00:00+00:00,6.89
HUM_AMB_2M,2026-05-20 11:00:00+00:00,76.13
HUM_AMB_40CM,2026-05-20 11:00:00+00:00,77.62
HUM_SUELO_01,2026-05-20 11:00:00+00:00,57.44
HUM_SUELO_02,2026-05-20 11:00:00+00:00,40.96
HUM_SUELO_03,2026-05-20 11:00:00+00:00,46.44
HUM_SUELO_04,2026-05-20 11:00:00+00:00,48.08
LUZ,2026-05-20 11:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 11:00:00+00:00,20.63
TEMP_AMB_40CM,2026-05-20 11:00:00+00:00,20.21
TEMP_SUELO_01,2026-05-20 11:00:00+00:00,6.58
TEMP_SUELO_02,2026-05-20 11:00:00+00:00,5.63
HUM_AMB_2M,2026-05-20 10:00:00+00:00,93.08
HUM_AMB_40CM,2026-05-20 10:00:00+00:00,90.14
HUM_SUELO_01,2026-05-20 10:00:00+00:00,55.4
HUM_SUELO_02,2026-05-20 10:00:00+00:00,39.56
HUM_SUELO_03,2026-05-20 10:00:00+00:00,44.96
HUM_SUELO_04,2026-05-20 10:00:00+00:00,46.64
LUZ,2026-05-20 10:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 10:00:00+00:00,12.9
TEMP_AMB_40CM,2026-05-20 10:00:00+00:00,12.46
TEMP_SUELO_01,2026-05-20 10:00:00+00:00,6.28
TEMP_SUELO_02,2026-05-20 10:00:00+00:00,4.75
HUM_AMB_2M,2026-05-20 09:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-20 09:00:00+00:00,96.28
HUM_SUELO_01,2026-05-20 09:00:00+00:00,54.16
HUM_SUELO_02,2026-05-20 09:00:00+00:00,39.04
HUM_SUELO_03,2026-05-20 09:00:00+00:00,44.08
HUM_SUELO_04,2026-05-20 09:00:00+00:00,45.84
LUZ,2026-05-20 09:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 09:00:00+00:00,3.74
TEMP_AMB_40CM,2026-05-20 09:00:00+00:00,3.92
TEMP_SUELO_01,2026-05-20 09:00:00+00:00,6.26
TEMP_SUELO_02,2026-05-20 09:00:00+00:00,4.5
HUM_AMB_2M,2026-05-20 08:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-20 08:00:00+00:00,96.41
HUM_SUELO_01,2026-05-20 08:00:00+00:00,54.08
HUM_SUELO_02,2026-05-20 08:00:00+00:00,39.23
HUM_SUELO_03,2026-05-20 08:00:00+00:00,44.54
HUM_SUELO_04,2026-05-20 08:00:00+00:00,46.0
LUZ,2026-05-20 08:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 08:00:00+00:00,1.05
TEMP_AMB_40CM,2026-05-20 08:00:00+00:00,1.38
TEMP_SUELO_01,2026-05-20 08:00:00+00:00,6.45
TEMP_SUELO_02,2026-05-20 08:00:00+00:00,4.5
HUM_AMB_2M,2026-05-20 07:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-20 07:00:00+00:00,96.23
HUM_SUELO_01,2026-05-20 07:00:00+00:00,54.0
HUM_SUELO_02,2026-05-20 07:00:00+00:00,39.48
HUM_SUELO_03,2026-05-20 07:00:00+00:00,44.68
HUM_SUELO_04,2026-05-20 07:00:00+00:00,45.96
LUZ,2026-05-20 07:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 07:00:00+00:00,0.71
TEMP_AMB_40CM,2026-05-20 07:00:00+00:00,0.99
TEMP_SUELO_01,2026-05-20 07:00:00+00:00,6.68
TEMP_SUELO_02,2026-05-20 07:00:00+00:00,4.68
HUM_AMB_2M,2026-05-20 06:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-20 06:00:00+00:00,96.22
HUM_SUELO_01,2026-05-20 06:00:00+00:00,54.04
HUM_SUELO_02,2026-05-20 06:00:00+00:00,39.64
HUM_SUELO_03,2026-05-20 06:00:00+00:00,44.96
HUM_SUELO_04,2026-05-20 06:00:00+00:00,46.0
LUZ,2026-05-20 06:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 06:00:00+00:00,0.15
TEMP_AMB_40CM,2026-05-20 06:00:00+00:00,0.39
TEMP_SUELO_01,2026-05-20 06:00:00+00:00,7.05
TEMP_SUELO_02,2026-05-20 06:00:00+00:00,4.82
HUM_AMB_2M,2026-05-20 05:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-20 05:00:00+00:00,96.07
HUM_SUELO_01,2026-05-20 05:00:00+00:00,54.68
HUM_SUELO_02,2026-05-20 05:00:00+00:00,39.84
HUM_SUELO_03,2026-05-20 05:00:00+00:00,44.92
HUM_SUELO_04,2026-05-20 05:00:00+00:00,46.0
LUZ,2026-05-20 05:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 05:00:00+00:00,-0.51
TEMP_AMB_40CM,2026-05-20 05:00:00+00:00,-0.31
TEMP_SUELO_01,2026-05-20 05:00:00+00:00,7.38
TEMP_SUELO_02,2026-05-20 05:00:00+00:00,5.15
HUM_AMB_2M,2026-05-20 04:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-20 04:00:00+00:00,96.03
HUM_SUELO_01,2026-05-20 04:00:00+00:00,55.04
HUM_SUELO_02,2026-05-20 04:00:00+00:00,40.0
HUM_SUELO_03,2026-05-20 04:00:00+00:00,45.08
HUM_SUELO_04,2026-05-20 04:00:00+00:00,46.32
LUZ,2026-05-20 04:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 04:00:00+00:00,-0.29
TEMP_AMB_40CM,2026-05-20 04:00:00+00:00,-0.03
TEMP_SUELO_01,2026-05-20 04:00:00+00:00,7.84
TEMP_SUELO_02,2026-05-20 04:00:00+00:00,5.59
HUM_AMB_2M,2026-05-20 03:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-20 03:00:00+00:00,95.8
HUM_SUELO_01,2026-05-20 03:00:00+00:00,55.16
HUM_SUELO_02,2026-05-20 03:00:00+00:00,40.64
HUM_SUELO_03,2026-05-20 03:00:00+00:00,45.84
HUM_SUELO_04,2026-05-20 03:00:00+00:00,46.96
LUZ,2026-05-20 03:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 03:00:00+00:00,0.2
TEMP_AMB_40CM,2026-05-20 03:00:00+00:00,0.47
TEMP_SUELO_01,2026-05-20 03:00:00+00:00,8.26
TEMP_SUELO_02,2026-05-20 03:00:00+00:00,6.1
HUM_AMB_2M,2026-05-20 02:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-20 02:00:00+00:00,95.36
HUM_SUELO_01,2026-05-20 02:00:00+00:00,55.85
HUM_SUELO_02,2026-05-20 02:00:00+00:00,41.0
HUM_SUELO_03,2026-05-20 02:00:00+00:00,46.0
HUM_SUELO_04,2026-05-20 02:00:00+00:00,47.08
LUZ,2026-05-20 02:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 02:00:00+00:00,0.43
TEMP_AMB_40CM,2026-05-20 02:00:00+00:00,0.71
TEMP_SUELO_01,2026-05-20 02:00:00+00:00,8.73
TEMP_SUELO_02,2026-05-20 02:00:00+00:00,6.61
HUM_AMB_2M,2026-05-20 01:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-20 01:00:00+00:00,94.65
HUM_SUELO_01,2026-05-20 01:00:00+00:00,56.32
HUM_SUELO_02,2026-05-20 01:00:00+00:00,41.64
HUM_SUELO_03,2026-05-20 01:00:00+00:00,46.48
HUM_SUELO_04,2026-05-20 01:00:00+00:00,47.88
LUZ,2026-05-20 01:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 01:00:00+00:00,1.01
TEMP_AMB_40CM,2026-05-20 01:00:00+00:00,1.29
TEMP_SUELO_01,2026-05-20 01:00:00+00:00,9.23
TEMP_SUELO_02,2026-05-20 01:00:00+00:00,7.25
HUM_AMB_2M,2026-05-20 00:00:00+00:00,99.8
HUM_AMB_40CM,2026-05-20 00:00:00+00:00,93.75
HUM_SUELO_01,2026-05-20 00:00:00+00:00,57.32
HUM_SUELO_02,2026-05-20 00:00:00+00:00,42.32
HUM_SUELO_03,2026-05-20 00:00:00+00:00,47.28
HUM_SUELO_04,2026-05-20 00:00:00+00:00,48.44
LUZ,2026-05-20 00:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-20 00:00:00+00:00,1.9
TEMP_AMB_40CM,2026-05-20 00:00:00+00:00,2.19
TEMP_SUELO_01,2026-05-20 00:00:00+00:00,9.78
TEMP_SUELO_02,2026-05-20 00:00:00+00:00,7.93
HUM_AMB_2M,2026-05-19 23:00:00+00:00,99.32
HUM_AMB_40CM,2026-05-19 23:00:00+00:00,92.76
HUM_SUELO_01,2026-05-19 23:00:00+00:00,58.2
HUM_SUELO_02,2026-05-19 23:00:00+00:00,43.16
HUM_SUELO_03,2026-05-19 23:00:00+00:00,48.0
HUM_SUELO_04,2026-05-19 23:00:00+00:00,49.16
LUZ,2026-05-19 23:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 23:00:00+00:00,2.67
TEMP_AMB_40CM,2026-05-19 23:00:00+00:00,2.98
TEMP_SUELO_01,2026-05-19 23:00:00+00:00,10.32
TEMP_SUELO_02,2026-05-19 23:00:00+00:00,8.65
HUM_AMB_2M,2026-05-19 22:00:00+00:00,98.49
HUM_AMB_40CM,2026-05-19 22:00:00+00:00,91.1
HUM_SUELO_01,2026-05-19 22:00:00+00:00,59.12
HUM_SUELO_02,2026-05-19 22:00:00+00:00,43.8
HUM_SUELO_03,2026-05-19 22:00:00+00:00,48.56
HUM_SUELO_04,2026-05-19 22:00:00+00:00,49.96
LUZ,2026-05-19 22:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 22:00:00+00:00,4.49
TEMP_AMB_40CM,2026-05-19 22:00:00+00:00,4.91
TEMP_SUELO_01,2026-05-19 22:00:00+00:00,10.87
TEMP_SUELO_02,2026-05-19 22:00:00+00:00,9.42
HUM_AMB_2M,2026-05-19 21:00:00+00:00,99.35
HUM_AMB_40CM,2026-05-19 21:00:00+00:00,92.01
HUM_SUELO_01,2026-05-19 21:00:00+00:00,59.84
HUM_SUELO_02,2026-05-19 21:00:00+00:00,44.12
HUM_SUELO_03,2026-05-19 21:00:00+00:00,49.12
HUM_SUELO_04,2026-05-19 21:00:00+00:00,50.72
LUZ,2026-05-19 21:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 21:00:00+00:00,5.34
TEMP_AMB_40CM,2026-05-19 21:00:00+00:00,5.8
TEMP_SUELO_01,2026-05-19 21:00:00+00:00,11.44
TEMP_SUELO_02,2026-05-19 21:00:00+00:00,10.22
HUM_AMB_2M,2026-05-19 20:00:00+00:00,98.73
HUM_AMB_40CM,2026-05-19 20:00:00+00:00,91.5
HUM_SUELO_01,2026-05-19 20:00:00+00:00,61.15
HUM_SUELO_02,2026-05-19 20:00:00+00:00,45.15
HUM_SUELO_03,2026-05-19 20:00:00+00:00,50.27
HUM_SUELO_04,2026-05-19 20:00:00+00:00,51.5
LUZ,2026-05-19 20:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 20:00:00+00:00,6.96
TEMP_AMB_40CM,2026-05-19 20:00:00+00:00,7.47
TEMP_SUELO_01,2026-05-19 20:00:00+00:00,11.97
TEMP_SUELO_02,2026-05-19 20:00:00+00:00,11.23
HUM_AMB_2M,2026-05-19 19:00:00+00:00,97.0
HUM_AMB_40CM,2026-05-19 19:00:00+00:00,89.28
HUM_SUELO_01,2026-05-19 19:00:00+00:00,63.4
HUM_SUELO_02,2026-05-19 19:00:00+00:00,46.64
HUM_SUELO_03,2026-05-19 19:00:00+00:00,51.68
HUM_SUELO_04,2026-05-19 19:00:00+00:00,53.04
LUZ,2026-05-19 19:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 19:00:00+00:00,10.1
TEMP_AMB_40CM,2026-05-19 19:00:00+00:00,10.67
TEMP_SUELO_01,2026-05-19 19:00:00+00:00,12.41
TEMP_SUELO_02,2026-05-19 19:00:00+00:00,12.42
HUM_AMB_2M,2026-05-19 18:00:00+00:00,90.45
HUM_AMB_40CM,2026-05-19 18:00:00+00:00,82.44
HUM_SUELO_01,2026-05-19 18:00:00+00:00,65.21
HUM_SUELO_02,2026-05-19 18:00:00+00:00,47.38
HUM_SUELO_03,2026-05-19 18:00:00+00:00,52.96
HUM_SUELO_04,2026-05-19 18:00:00+00:00,54.42
LUZ,2026-05-19 18:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 18:00:00+00:00,16.21
TEMP_AMB_40CM,2026-05-19 18:00:00+00:00,16.74
TEMP_SUELO_01,2026-05-19 18:00:00+00:00,12.43
TEMP_SUELO_02,2026-05-19 18:00:00+00:00,13.62
HUM_AMB_2M,2026-05-19 17:00:00+00:00,78.06
HUM_AMB_40CM,2026-05-19 17:00:00+00:00,65.81
HUM_SUELO_01,2026-05-19 17:00:00+00:00,65.6
HUM_SUELO_02,2026-05-19 17:00:00+00:00,47.92
HUM_SUELO_03,2026-05-19 17:00:00+00:00,53.16
HUM_SUELO_04,2026-05-19 17:00:00+00:00,55.0
LUZ,2026-05-19 17:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 17:00:00+00:00,24.69
TEMP_AMB_40CM,2026-05-19 17:00:00+00:00,27.55
TEMP_SUELO_01,2026-05-19 17:00:00+00:00,11.72
TEMP_SUELO_02,2026-05-19 17:00:00+00:00,14.16
HUM_AMB_2M,2026-05-19 16:00:00+00:00,71.42
HUM_AMB_40CM,2026-05-19 16:00:00+00:00,60.01
HUM_SUELO_01,2026-05-19 16:00:00+00:00,65.0
HUM_SUELO_02,2026-05-19 16:00:00+00:00,47.68
HUM_SUELO_03,2026-05-19 16:00:00+00:00,53.0
HUM_SUELO_04,2026-05-19 16:00:00+00:00,54.6
LUZ,2026-05-19 16:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 16:00:00+00:00,28.66
TEMP_AMB_40CM,2026-05-19 16:00:00+00:00,32.14
TEMP_SUELO_01,2026-05-19 16:00:00+00:00,10.62
TEMP_SUELO_02,2026-05-19 16:00:00+00:00,12.89
HUM_AMB_2M,2026-05-19 15:00:00+00:00,65.43
HUM_AMB_40CM,2026-05-19 15:00:00+00:00,60.46
HUM_SUELO_01,2026-05-19 15:00:00+00:00,64.04
HUM_SUELO_02,2026-05-19 15:00:00+00:00,46.64
HUM_SUELO_03,2026-05-19 15:00:00+00:00,52.28
HUM_SUELO_04,2026-05-19 15:00:00+00:00,53.6
LUZ,2026-05-19 15:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 15:00:00+00:00,30.75
TEMP_AMB_40CM,2026-05-19 15:00:00+00:00,31.82
TEMP_SUELO_01,2026-05-19 15:00:00+00:00,9.38
TEMP_SUELO_02,2026-05-19 15:00:00+00:00,11.15
HUM_AMB_2M,2026-05-19 14:00:00+00:00,63.04
HUM_AMB_40CM,2026-05-19 14:00:00+00:00,59.42
HUM_SUELO_01,2026-05-19 14:00:00+00:00,62.28
HUM_SUELO_02,2026-05-19 14:00:00+00:00,45.32
HUM_SUELO_03,2026-05-19 14:00:00+00:00,51.0
HUM_SUELO_04,2026-05-19 14:00:00+00:00,52.32
LUZ,2026-05-19 14:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 14:00:00+00:00,31.36
TEMP_AMB_40CM,2026-05-19 14:00:00+00:00,31.86
TEMP_SUELO_01,2026-05-19 14:00:00+00:00,8.06
TEMP_SUELO_02,2026-05-19 14:00:00+00:00,9.17
HUM_AMB_2M,2026-05-19 13:00:00+00:00,64.08
HUM_AMB_40CM,2026-05-19 13:00:00+00:00,61.49
HUM_SUELO_01,2026-05-19 13:00:00+00:00,59.65
HUM_SUELO_02,2026-05-19 13:00:00+00:00,42.96
HUM_SUELO_03,2026-05-19 13:00:00+00:00,48.85
HUM_SUELO_04,2026-05-19 13:00:00+00:00,50.15
LUZ,2026-05-19 13:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 13:00:00+00:00,29.46
TEMP_AMB_40CM,2026-05-19 13:00:00+00:00,29.66
TEMP_SUELO_01,2026-05-19 13:00:00+00:00,6.75
TEMP_SUELO_02,2026-05-19 13:00:00+00:00,7.17
HUM_AMB_2M,2026-05-19 12:00:00+00:00,67.93
HUM_AMB_40CM,2026-05-19 12:00:00+00:00,69.22
HUM_SUELO_01,2026-05-19 12:00:00+00:00,56.76
HUM_SUELO_02,2026-05-19 12:00:00+00:00,40.4
HUM_SUELO_03,2026-05-19 12:00:00+00:00,46.28
HUM_SUELO_04,2026-05-19 12:00:00+00:00,47.56
LUZ,2026-05-19 12:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 12:00:00+00:00,25.43
TEMP_AMB_40CM,2026-05-19 12:00:00+00:00,25.11
TEMP_SUELO_01,2026-05-19 12:00:00+00:00,5.83
TEMP_SUELO_02,2026-05-19 12:00:00+00:00,5.46
HUM_AMB_2M,2026-05-19 11:00:00+00:00,76.47
HUM_AMB_40CM,2026-05-19 11:00:00+00:00,81.69
HUM_SUELO_01,2026-05-19 11:00:00+00:00,54.48
HUM_SUELO_02,2026-05-19 11:00:00+00:00,38.92
HUM_SUELO_03,2026-05-19 11:00:00+00:00,44.36
HUM_SUELO_04,2026-05-19 11:00:00+00:00,45.68
LUZ,2026-05-19 11:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 11:00:00+00:00,18.98
TEMP_AMB_40CM,2026-05-19 11:00:00+00:00,18.55
TEMP_SUELO_01,2026-05-19 11:00:00+00:00,5.3
TEMP_SUELO_02,2026-05-19 11:00:00+00:00,4.19
HUM_AMB_2M,2026-05-19 10:00:00+00:00,96.05
HUM_AMB_40CM,2026-05-19 10:00:00+00:00,91.65
HUM_SUELO_01,2026-05-19 10:00:00+00:00,53.08
HUM_SUELO_02,2026-05-19 10:00:00+00:00,38.12
HUM_SUELO_03,2026-05-19 10:00:00+00:00,43.24
HUM_SUELO_04,2026-05-19 10:00:00+00:00,44.36
LUZ,2026-05-19 10:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 10:00:00+00:00,8.37
TEMP_AMB_40CM,2026-05-19 10:00:00+00:00,8.18
TEMP_SUELO_01,2026-05-19 10:00:00+00:00,5.02
TEMP_SUELO_02,2026-05-19 10:00:00+00:00,3.41
HUM_AMB_2M,2026-05-19 09:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-19 09:00:00+00:00,96.44
HUM_SUELO_01,2026-05-19 09:00:00+00:00,52.76
HUM_SUELO_02,2026-05-19 09:00:00+00:00,38.16
HUM_SUELO_03,2026-05-19 09:00:00+00:00,43.56
HUM_SUELO_04,2026-05-19 09:00:00+00:00,44.6
LUZ,2026-05-19 09:00:00+00:00,0.0
TEMP_AMB_2M,2026-05-19 09:00:00+00:00,0.12
TEMP_AMB_40CM,2026-05-19 09:00:00+00:00,0.41
TEMP_SUELO_01,2026-05-19 09:00:00+00:00,5.15
TEMP_SUELO_02,2026-05-19 09:00:00+00:00,3.24
HUM_AMB_2M,2026-05-19 08:00:00+00:00,100.0
HUM_AMB_40CM,2026-05-19 08:00:00+00:00,96.15
HUM_SUELO_01,2026-05-19 08:00:00+00:00,52.68
HUM_SUELO_02,2026-05-19 08:00:00+00:00,38.6
HUM_SUELO_03,2026-05-19 08:00:00+00:00,43.96
